Time,tot_acc
2022/01/21 14:39:05.000,0.07876632368454914
2022/01/21 14:39:05.500,0.07590000486894287
2022/01/21 14:39:06.000,0.08286251051591426
2022/01/21 14:39:06.500,0.08286688877114214
2022/01/21 14:39:07.000,0.11388759550978325
2022/01/21 14:39:07.500,0.09981436867848932
2022/01/21 14:39:08.000,0.14204425540302573
2022/01/21 14:39:08.500,0.10350524693449308
2022/01/21 14:39:09.000,0.08880796039207296
2022/01/21 14:39:09.500,0.09082754888379044
2022/01/21 14:39:10.000,0.08836463900226152
2022/01/21 14:39:10.500,0.1046831621020875
2022/01/21 14:39:11.000,0.249111613936404
2022/01/21 14:39:11.500,0.237085284769168
2022/01/21 14:39:12.000,0.21194957029680436
2022/01/21 14:39:12.500,0.14422095705000326
2022/01/21 14:39:13.000,0.0838522644834354
2022/01/21 14:39:13.500,0.0936510947333459
2022/01/21 14:39:14.000,0.08893055158380611
2022/01/21 14:39:14.500,0.08098198159368378
2022/01/21 14:39:15.000,0.07491868050494904
2022/01/21 14:39:15.500,0.09881789177511527
2022/01/21 14:39:16.000,0.08109238078882627
2022/01/21 14:39:16.500,0.08160057149551828
2022/01/21 14:39:17.000,0.06252873635377577
2022/01/21 14:39:17.500,0.07603957628340938
2022/01/21 14:39:18.000,0.06293528096386003
2022/01/21 14:39:18.500,0.06734742758426533
2022/01/21 14:39:19.000,0.07853199516108164
2022/01/21 14:39:19.500,0.08290919416525944
2022/01/21 14:39:20.000,0.06604589267320111
2022/01/21 14:39:20.500,0.06687816092659414
2022/01/21 14:39:21.000,0.09008033271474966
2022/01/21 14:39:21.500,0.0717060085209043
2022/01/21 14:39:22.000,0.05675912108198999
2022/01/21 14:39:22.500,0.07247324134397877
2022/01/21 14:39:23.000,0.08287163916563976
2022/01/21 14:39:23.500,0.06781396002299231
2022/01/21 14:39:24.000,0.050455033296986335
2022/01/21 14:39:24.500,0.0903107351250816
2022/01/21 14:39:25.000,0.08817398935060157
