Time,tot_acc
2022/01/21 13:21:37.000,0.5709271739636305
2022/01/21 13:21:37.500,0.7386518455382075
2022/01/21 13:21:38.000,0.3604207198885769
2022/01/21 13:21:38.500,0.4216108712888268
2022/01/21 13:21:39.000,0.6024131528486076
2022/01/21 13:21:39.500,0.36931227022278496
2022/01/21 13:21:40.000,0.35202287278527794
2022/01/21 13:21:40.500,0.3215305397454494
2022/01/21 13:21:41.000,0.3215079072744557
2022/01/21 13:21:41.500,0.4339921609953285
2022/01/21 13:21:42.000,0.37133727269020544
2022/01/21 13:21:42.500,0.33588246302981395
2022/01/21 13:21:43.000,0.4946754567006534
2022/01/21 13:21:43.500,0.2971021277226041
2022/01/21 13:21:44.000,0.4796733159453421
2022/01/21 13:21:44.500,0.4843267432321794
2022/01/21 13:21:45.000,0.2810453274206849
2022/01/21 13:21:45.500,0.5033446362857159
2022/01/21 13:21:46.000,0.5361026724816805
2022/01/21 13:21:46.500,0.2569326393412213
2022/01/21 13:21:47.000,0.5487125975672511
2022/01/21 13:21:47.500,0.42560726111476055
2022/01/21 13:21:48.000,0.5277538265422621
2022/01/21 13:21:48.500,0.6080799589988384
2022/01/21 13:21:49.000,0.5855613588292862
2022/01/21 13:21:49.500,0.5743116661356342
2022/01/21 13:21:50.000,0.6782278500629416
2022/01/21 13:21:50.500,0.4227108701068632
2022/01/21 13:21:51.000,0.38832941264086607
2022/01/21 13:21:51.500,0.4111565999078025
2022/01/21 13:21:52.000,0.28054057467860155
2022/01/21 13:21:52.500,0.2770420811805951
2022/01/21 13:21:53.000,0.4178675589633634
2022/01/21 13:21:53.500,0.3874861172619741
2022/01/21 13:21:54.000,0.3208838264372326
2022/01/21 13:21:54.500,0.26422021805663376
2022/01/21 13:21:55.000,0.3715338817887273
2022/01/21 13:21:55.500,0.35136870217331323
2022/01/21 13:21:56.000,0.3903000382590297
2022/01/21 13:21:56.500,0.3126216701979717
2022/01/21 13:21:57.000,0.2527654435914847
2022/01/21 13:21:57.500,0.3299620430590332
2022/01/21 13:21:58.000,0.3210698662674528
2022/01/21 13:21:58.500,0.5431290941946956
2022/01/21 13:21:59.000,0.4085309608695528
2022/01/21 13:21:59.500,0.3206221377631832
2022/01/21 13:22:00.000,0.37544718308438535
2022/01/21 13:22:00.500,0.6159842151628826
2022/01/21 13:22:01.000,0.3275721087119597
2022/01/21 13:22:01.500,0.4375930023247099
2022/01/21 13:22:02.000,0.3829456206317027
2022/01/21 13:22:02.500,0.3200243814824243
2022/01/21 13:22:03.000,0.20646377581309516
2022/01/21 13:22:03.500,0.2483456445611893
2022/01/21 13:22:04.000,0.3504291500703102
2022/01/21 13:22:04.500,0.3474017029188816
2022/01/21 13:22:05.000,0.4952404583684577
2022/01/21 13:22:05.500,0.4746653808691386
2022/01/21 13:22:06.000,0.3866448410220936
2022/01/21 13:22:06.500,0.3583579267854325
2022/01/21 13:22:07.000,0.3925675130598557
2022/01/21 13:22:07.500,0.40058200330281196
2022/01/21 13:22:08.000,0.3502147961266057
2022/01/21 13:22:08.500,0.2555348977681757
2022/01/21 13:22:09.000,0.4016389297578112
2022/01/21 13:22:09.500,0.3731582267443664
2022/01/21 13:22:10.000,0.3136765493960299
2022/01/21 13:22:10.500,0.4857870537972018
2022/01/21 13:22:11.000,0.4754894465295733
2022/01/21 13:22:11.500,0.4073678913404332
2022/01/21 13:22:12.000,0.36683866237898105
2022/01/21 13:22:12.500,0.3944826888908819
2022/01/21 13:22:13.000,0.43712229493472415
2022/01/21 13:22:13.500,0.3804507706757669
2022/01/21 13:22:14.000,0.2443978229322021
2022/01/21 13:22:14.500,0.3610705667229676
2022/01/21 13:22:15.000,0.2342922417537551
2022/01/21 13:22:15.500,0.17679286682106596
2022/01/21 13:22:16.000,0.17613115084504502
2022/01/21 13:22:16.500,0.14735942022336904
2022/01/21 13:22:17.000,0.1531886227955588
2022/01/21 13:22:17.500,0.2348800425350429
2022/01/21 13:22:18.000,0.2583640075571673
2022/01/21 13:22:18.500,0.1638438091807783
2022/01/21 13:22:19.000,0.1473265641525655
2022/01/21 13:22:19.500,0.21228760723491655
2022/01/21 13:22:20.000,0.27966756166026835
2022/01/21 13:22:20.500,0.3533688490138588
2022/01/21 13:22:21.000,0.4526519768584063
