Timestamps,spl
1642164074.355119,36.93718742605666
1642164074.855119,41.21990682101556
1642164075.355119,48.882063710193336
1642164075.855119,43.485421874654975
1642164076.355119,37.12244069081956
1642164076.855119,34.69637565645583
1642164077.355119,35.73090507127914
1642164077.855119,37.06118505536315
1642164078.355119,35.873712174856635
1642164078.855119,37.83022040575635
1642164079.355119,34.78236259360077
1642164079.855119,34.41954095138264
1642164080.355119,32.5295142562068
1642164080.855119,32.99711906802711
1642164081.355119,32.87104608688585
1642164081.855119,35.37154826663237
1642164082.355119,35.29991446380616
1642164082.855119,31.85616233671597
1642164083.355119,33.45847734291106
1642164083.855119,33.3218580874461
1642164084.355119,32.35968273871784
1642164084.855119,30.02721941381742
1642164085.355119,30.263443947747405
1642164085.855119,30.883526033402696
1642164086.355119,33.54820196424462
1642164086.855119,31.45257051158993
1642164087.355119,30.585233543407938
1642164087.855119,29.249835286849613
1642164088.355119,30.324541037412406
1642164088.855119,31.10533133821133
1642164089.355119,31.651678717166362
1642164089.855119,32.55817100177671
1642164090.355119,31.006482230098143
1642164090.855119,31.516081766467316
1642164091.355119,30.04690633231589
1642164091.855119,29.30226180517474
1642164092.355119,30.6507416460084
1642164092.855119,27.6189069222627
1642164093.355119,30.42289616928464
1642164093.855119,30.32924626625445
1642164094.355119,40.30360912565137
1642164094.855119,36.92710004857612
1642164095.355119,42.06387837570898
1642164095.855119,39.952450755675066
1642164096.355119,35.324768833841844
1642164096.855119,35.51907385237813
1642164097.355119,36.290554507151555
1642164097.855119,38.311556125330824
1642164098.355119,34.93947555523772
1642164098.855119,33.51720322728525
1642164099.355119,32.68575116762543
1642164099.855119,40.3567724350555
1642164100.355119,36.984445936159176
1642164100.855119,36.03457404472633
1642164101.355119,31.753466528154437
1642164101.855119,32.81948162894717
1642164102.355119,32.066763158711154
1642164102.855119,37.358869216476485
1642164103.355119,33.73144042967319
1642164103.855119,33.37664255478001
1642164104.355119,32.104280694405105
1642164104.855119,33.01763223476104
1642164105.355119,32.29065869140996
1642164105.855119,31.443895864612873
1642164106.355119,35.40621445516587
1642164106.855119,37.19307251996721
1642164107.355119,30.01939480004636
1642164107.855119,38.21677738006149
1642164108.355119,35.78889569878796
1642164108.855119,30.18056366172435
1642164109.355119,32.695840021235426
1642164109.855119,34.52453877727076
1642164110.355119,34.72747893838411
1642164110.855119,30.444000129464424
1642164111.355119,36.39592971691001
1642164111.855119,35.924669423616585
1642164112.355119,31.063172294904906
1642164112.855119,31.524522981771224
1642164113.355119,34.74237492932568
1642164113.855119,32.853426287178024
1642164114.355119,35.14811696487912
1642164114.855119,31.818409168000507
1642164115.355119,28.123792178509746
1642164115.855119,29.39079439495113
1642164116.355119,30.527765210583972
1642164116.855119,25.689438984308868
1642164117.355119,25.713197390452997
1642164117.855119,34.738159951428706
1642164118.355119,39.11933424548871
1642164118.855119,27.183696965532384
1642164119.355119,29.95268582606142
1642164119.855119,28.96573695955899
1642164120.355119,32.53872564402471
1642164120.855119,24.69892946657407
1642164121.355119,36.75243433132067
1642164121.855119,35.729632743599225
1642164122.355119,38.60570202578321
1642164122.855119,38.41645870294357
1642164123.355119,39.830993917954366
1642164123.855119,39.099613839590845
1642164124.355119,36.495866412997316
1642164124.855119,35.70504705065507
1642164125.355119,37.56221260189088
1642164125.855119,37.29262809162125
