Timestamps,spl
1642769458.7660034,78.3735794935904
1642769459.2660034,78.72043967667102
1642769459.7660034,78.85934634690891
1642769460.2660034,79.3370296488776
1642769460.7660034,78.6366487443449
1642769461.2660034,78.94137841744697
1642769461.7660034,79.31703154498052
1642769462.2660034,80.84396890232242
1642769462.7660034,79.2960543986313
1642769463.2660034,78.50892937083373
1642769463.7660034,79.54634326078997
1642769464.2660034,83.87322725986533
1642769464.7660034,83.34406824880081
1642769465.2660034,84.0209380182917
1642769465.7660034,81.55486301410795
1642769466.2660034,82.35275530395606
1642769466.7660034,82.91770615244108
1642769467.2660034,81.51394077943607
1642769467.7660034,80.6361999211199
1642769468.2660034,82.0347430595866
1642769468.7660034,81.83666376105272
1642769469.2660034,83.35783623074927
1642769469.7660034,81.86556078033215
1642769470.2660034,85.903065996046
1642769470.7660034,85.03729369383987
1642769471.2660034,83.34547622905379
1642769471.7660034,83.48794035053572
1642769472.2660034,86.83632018217907
1642769472.7660034,88.59520403960059
1642769473.2660034,87.41676854535768
1642769473.7660034,87.83838275288335
1642769474.2660034,88.58972026572252
1642769474.7660034,89.47887292513299
1642769475.2660034,90.91762514289502
1642769475.7660034,88.77658214909832
1642769476.2660034,87.3762042313748
1642769476.7660034,88.04316351402241
1642769477.2660034,88.96585700189318
1642769477.7660034,91.43432826885424
1642769478.2660034,92.07010741935628
1642769478.7660034,89.9813543688922
1642769479.2660034,90.95150500247281
1642769479.7660034,90.86242295989678
1642769480.2660034,92.63471688267035
1642769480.7660034,91.52353841107384
1642769481.2660034,91.13976719843238
1642769481.7660034,90.90181073659396
1642769482.2660034,90.91232102182623
1642769482.7660034,91.79142975348682
1642769483.2660034,92.25566120823495
1642769483.7660034,92.89106313943685
1642769484.2660034,92.15530831850315
1642769484.7660034,91.860085583816
1642769485.2660034,91.42690541077444
1642769485.7660034,91.83907738677593
1642769486.2660034,91.83976954308119
1642769486.7660034,89.36874491179972
1642769487.2660034,88.09928109451675
1642769487.7660034,90.14616146855265
1642769488.2660034,88.28310328205622
1642769488.7660034,87.22822985092805
1642769489.2660034,84.68588699317579
1642769489.7660034,85.76342426441455
1642769490.2660034,84.00122188251665
1642769490.7660034,83.17611216125033
1642769491.2660034,81.76372298203968
1642769491.7660034,80.59707319150544
1642769492.2660034,79.81207917215694
1642769492.7660034,78.58456816962115
1642769493.2660034,78.51353727477118
1642769493.7660034,78.6024004814698
1642769494.2660034,81.43124638890107
1642769494.7660034,80.44185286564775
1642769495.2660034,81.656542044328
1642769495.7660034,82.44595054776156
1642769496.2660034,84.11599885580233
1642769496.7660034,83.22317544281867
1642769497.2660034,82.27268541217246
1642769497.7660034,85.19809067346296
1642769498.2660034,87.23305733068187
1642769498.7660034,86.14730515729795
1642769499.2660034,85.1295039303591
1642769499.7660034,86.41205994115677
1642769500.2660034,86.1172059179119
1642769500.7660034,87.72314702413516
1642769501.2660034,87.28304033028887
1642769501.7660034,87.80164058036829
1642769502.2660034,89.5034537960014
1642769502.7660034,90.37004159025602
1642769503.2660034,90.0682947893844
1642769503.7660034,89.06777768520439
1642769504.2660034,86.86723928116918
1642769504.7660034,82.77666281843312
1642769505.2660034,85.50373749896828
1642769505.7660034,86.32276586092723
1642769506.2660034,83.32527570300758
1642769506.7660034,86.28985166063303
1642769507.2660034,82.92136408875574
1642769507.7660034,80.4574281002254
1642769508.2660034,80.29546471279772
1642769508.7660034,80.96324392488913
1642769509.2660034,79.69338095241812
1642769509.7660034,79.97347050251227
1642769510.2660034,79.88198581343664
1642769510.7660034,78.56772581391955
1642769511.2660034,78.29875707942597
1642769511.7660034,77.0653932324512
1642769512.2660034,78.04843070642599
1642769512.7660034,78.2264419856752
1642769513.2660034,78.20403734417829
1642769513.7660034,78.56182808451831
1642769514.2660034,78.98521522660347
1642769514.7660034,78.17520330634747
1642769515.2660034,83.22163390269918
1642769515.7660034,77.10503325773348
1642769516.2660034,80.95277869605232
1642769516.7660034,81.27557467806766
1642769517.2660034,81.15320500274909
1642769517.7660034,79.03112136007262
1642769518.2660034,79.25871783241834
1642769518.7660034,79.70625603644473
1642769519.2660034,82.25870987310427
1642769519.7660034,84.61304046681767
1642769520.2660034,83.81859489355608
1642769520.7660034,87.70982677377343
1642769521.2660034,88.07517887763157
1642769521.7660034,87.58617689346772
1642769522.2660034,86.99051965832948
1642769522.7660034,87.26345435628386
1642769523.2660034,87.52716252407203
1642769523.7660034,88.08138472948573
1642769524.2660034,87.85151675576954
1642769524.7660034,88.7210338084797
1642769525.2660034,89.49706714678223
1642769525.7660034,90.37010753823925
1642769526.2660034,91.56987407365715
1642769526.7660034,91.87324110336594
1642769527.2660034,92.6287386457324
1642769527.7660034,93.73915855795504
1642769528.2660034,94.14541413864359
1642769528.7660034,95.1784101284776
1642769529.2660034,95.24656524354688
1642769529.7660034,96.1801620429132
1642769530.2660034,97.20409380841221
1642769530.7660034,98.26886599974448
1642769531.2660034,98.57051762852407
1642769531.7660034,98.94433342522115
1642769532.2660034,98.11174017331967
1642769532.7660034,97.761855599794
1642769533.2660034,98.05106749663659
1642769533.7660034,96.51177302049778
1642769534.2660034,96.57890018672418
1642769534.7660034,96.11118570292145
1642769535.2660034,95.78961979823285
1642769535.7660034,94.66988561625733
1642769536.2660034,92.6429989039027
1642769536.7660034,91.42971416195846
1642769537.2660034,89.02850552938844
1642769537.7660034,87.43966055080146
1642769538.2660034,84.33379868357258
1642769538.7660034,82.67335310440049
1642769539.2660034,81.76824230860517
1642769539.7660034,80.23664727919373
1642769540.2660034,80.75661964552629
1642769540.7660034,79.67322815920673
1642769541.2660034,83.13026969001677
1642769541.7660034,84.74597813239882
1642769542.2660034,90.12299551747326
1642769542.7660034,86.77450374434632
1642769543.2660034,91.19636203026248
1642769543.7660034,89.13518462247305
1642769544.2660034,86.78397466597701
1642769544.7660034,83.48055652269008
1642769545.2660034,85.06783656431266
1642769545.7660034,80.99647865202512
1642769546.2660034,80.29973833102824
1642769546.7660034,79.98953890452
1642769547.2660034,80.52542989723312
1642769547.7660034,81.75897339222482
1642769548.2660034,84.8842485731154
1642769548.7660034,86.62771249610276
1642769549.2660034,87.99317139174003
1642769549.7660034,90.86656191831406
1642769550.2660034,93.3323333508146
1642769550.7660034,93.41958652490473
1642769551.2660034,92.94516855745319
1642769551.7660034,92.91510670203971
1642769552.2660034,92.44337338864887
1642769552.7660034,92.55336708605782
1642769553.2660034,91.5969946130731
1642769553.7660034,91.7496681089592
1642769554.2660034,90.64224761829679
1642769554.7660034,90.62453205561516
1642769555.2660034,87.0520960585327
1642769555.7660034,83.27849947987549
1642769556.2660034,82.19404080091121
1642769556.7660034,80.96507064823626
1642769557.2660034,80.95757008676361
1642769557.7660034,80.32589922908522
1642769558.2660034,79.17502611355206
1642769558.7660034,79.39996553528013
1642769559.2660034,81.88852916841876
1642769559.7660034,79.76601898006123
1642769560.2660034,79.22596194398582
1642769560.7660034,78.62146037832818
1642769561.2660034,79.01581171261836
1642769561.7660034,78.52245492750266
1642769562.2660034,78.28020730068073
1642769562.7660034,77.26695025950714
1642769563.2660034,78.15717698168086
1642769563.7660034,78.81598947429535
1642769564.2660034,78.32761827756877
1642769564.7660034,80.18153168152939
1642769565.2660034,83.53776359248309
1642769565.7660034,87.68657851687132
1642769566.2660034,83.29021132258295
1642769566.7660034,83.9996627635613
1642769567.2660034,84.15785044493035
1642769567.7660034,84.11208872052578
1642769568.2660034,84.97559049894008
1642769568.7660034,84.24562458614687
1642769569.2660034,84.07081504617128
1642769569.7660034,89.46160992946173
1642769570.2660034,87.8087390334738
1642769570.7660034,90.96709526834223
1642769571.2660034,89.52167906629073
1642769571.7660034,84.88160749545108
1642769572.2660034,84.90921345068475
1642769572.7660034,83.20712466511176
1642769573.2660034,83.75814882530355
1642769573.7660034,83.49226150007303
1642769574.2660034,82.7277990057622
1642769574.7660034,82.05903547281441
1642769575.2660034,83.27660973861198
1642769575.7660034,83.00434446053187
1642769576.2660034,83.23110133770084
1642769576.7660034,83.14942547750238
1642769577.2660034,83.02997904161933
1642769577.7660034,83.5067999368038
1642769578.2660034,84.55886445423114
1642769578.7660034,85.17855437050139
1642769579.2660034,86.03110171629353
1642769579.7660034,85.66922549005682
1642769580.2660034,85.7836983879305
1642769580.7660034,84.56123689297992
1642769581.2660034,85.58229629941954
1642769581.7660034,84.61035429305198
1642769582.2660034,89.69795478722551
1642769582.7660034,88.17077137780458
1642769583.2660034,90.99439462653481
1642769583.7660034,86.32963863165696
1642769584.2660034,86.68017242807744
1642769584.7660034,86.02352313323595
1642769585.2660034,86.1492461376876
1642769585.7660034,84.67108200714061
1642769586.2660034,83.76912162240887
1642769586.7660034,83.79703835502391
1642769587.2660034,83.4119021153849
1642769587.7660034,83.68505141367157
1642769588.2660034,84.05186475080015
1642769588.7660034,84.50475528613492
1642769589.2660034,84.64954470160387
1642769589.7660034,83.52887012587209
1642769590.2660034,83.89117571462832
1642769590.7660034,84.45447526217325
1642769591.2660034,84.20617716323137
1642769591.7660034,86.05260267364518
1642769592.2660034,89.28155291989526
1642769592.7660034,91.8534113802292
1642769593.2660034,99.62366325128897
1642769593.7660034,104.06499605771052
1642769594.2660034,104.72138308017911
1642769594.7660034,104.0943499836817
1642769595.2660034,106.29639732568182
1642769595.7660034,106.74765986045071
1642769596.2660034,108.42955225286319
1642769596.7660034,105.77106054694784
1642769597.2660034,103.11914838378303
1642769597.7660034,97.93475302609826
1642769598.2660034,95.33470232738544
1642769598.7660034,92.5064832281578
1642769599.2660034,86.48038903396557
1642769599.7660034,82.26889530859498
1642769600.2660034,81.29763800132753
1642769600.7660034,80.86619909989264
1642769601.2660034,84.92218066031356
1642769601.7660034,87.5941119824825
1642769602.2660034,88.51278630655345
1642769602.7660034,84.3042091809782
1642769603.2660034,80.18384504404989
1642769603.7660034,78.07191471201094
1642769604.2660034,78.05112590485876
1642769604.7660034,79.33836248154708
1642769605.2660034,80.3708869242687
1642769605.7660034,80.6066696823066
1642769606.2660034,80.30447599624584
1642769606.7660034,83.33622395565365
1642769607.2660034,84.19846835208548
1642769607.7660034,87.83591784983275
1642769608.2660034,88.41270946598611
1642769608.7660034,90.06069973230585
1642769609.2660034,91.73480170962418
1642769609.7660034,92.47412816142757
1642769610.2660034,91.9633402188806
1642769610.7660034,92.27175126783244
1642769611.2660034,93.3956678468806
1642769611.7660034,93.53405769519176
1642769612.2660034,93.01863237271547
1642769612.7660034,92.99014128347126
1642769613.2660034,93.00648748200604
1642769613.7660034,97.40881811725116
1642769614.2660034,102.79029300333934
1642769614.7660034,105.9622465498097
1642769615.2660034,109.11267272073717
1642769615.7660034,108.4260642840806
1642769616.2660034,108.59388610503727
1642769616.7660034,107.58999543373375
1642769617.2660034,103.09220104177123
1642769617.7660034,99.03823916882277
1642769618.2660034,96.12148350326729
1642769618.7660034,91.98504469966134
1642769619.2660034,89.33899832711232
1642769619.7660034,87.90348538443897
1642769620.2660034,91.23572447418225
1642769620.7660034,91.08769269103006
1642769621.2660034,93.44699513319767
1642769621.7660034,89.20845785022513
1642769622.2660034,86.73981802773923
1642769622.7660034,85.09297148596517
1642769623.2660034,83.76005312525254
1642769623.7660034,84.31636393810615
1642769624.2660034,83.54870841867003
1642769624.7660034,84.52308756965573
1642769625.2660034,83.37710406065236
1642769625.7660034,85.73083361418139
1642769626.2660034,86.86382886913796
1642769626.7660034,86.4105419268144
1642769627.2660034,85.49009902666197
1642769627.7660034,84.26190067287054
1642769628.2660034,84.24699121657693
1642769628.7660034,83.88252914018496
1642769629.2660034,84.15719668639292
1642769629.7660034,83.3462976052421
1642769630.2660034,82.69203408958805
1642769630.7660034,83.34910350015811
1642769631.2660034,84.08929746629238
1642769631.7660034,83.94716457191853
1642769632.2660034,84.20619015295193
1642769632.7660034,84.86844888372977
1642769633.2660034,84.50295313348997
1642769633.7660034,85.80360419464651
1642769634.2660034,85.88621746276382
1642769634.7660034,89.00642306565047
1642769635.2660034,88.76549755011867
1642769635.7660034,91.01493808987372
1642769636.2660034,91.18673744732014
1642769636.7660034,92.2243983599156
1642769637.2660034,93.34123874130009
1642769637.7660034,90.23016528497584
1642769638.2660034,89.03303807841509
1642769638.7660034,89.23270280885505
1642769639.2660034,89.83016006010051
1642769639.7660034,90.30275036596561
1642769640.2660034,90.04021407610236
1642769640.7660034,88.42122496393442
1642769641.2660034,87.53072431364373
1642769641.7660034,86.95561977486179
1642769642.2660034,86.14077184565201
