Timestamps,spl
1642601752.3685431,44.94279382451094
1642601752.8685431,46.870005887901804
1642601753.3685431,47.726068803134794
1642601753.8685431,47.544810832077204
1642601754.3685431,48.62608479562164
1642601754.8685431,47.15243675200346
1642601755.3685431,52.235953246111336
1642601755.8685431,53.13868039783913
1642601756.3685431,53.4067463225816
1642601756.8685431,50.3160938542533
1642601757.3685431,47.74211370377247
1642601757.8685431,46.89700572490432
1642601758.3685431,47.54475122033092
1642601758.8685431,52.337337359982804
1642601759.3685431,52.017918559897204
1642601759.8685431,58.568401986477554
1642601760.3685431,45.81339145756992
1642601760.8685431,41.934150241293835
1642601761.3685431,41.186388461564576
1642601761.8685431,41.31602197312649
1642601762.3685431,41.39445035584558
1642601762.8685431,47.50489002697854
1642601763.3685431,52.22003615412213
1642601763.8685431,55.80572532571519
1642601764.3685431,52.70240400762818
1642601764.8685431,50.682839854379225
1642601765.3685431,54.49285606490802
1642601765.8685431,54.10077268494837
1642601766.3685431,55.02719625793266
1642601766.8685431,53.710428509053784
1642601767.3685431,53.87613005845055
1642601767.8685431,56.30335669811663
1642601768.3685431,58.40363889596566
1642601768.8685431,52.39221071938165
1642601769.3685431,49.236627971490556
1642601769.8685431,39.494993195521815
1642601770.3685431,39.79568384382443
1642601770.8685431,39.8811265636342
1642601771.3685431,40.478772271961965
1642601771.8685431,39.01050662265106
1642601772.3685431,39.57664883371606
1642601772.8685431,40.10276334749998
1642601773.3685431,40.10644096358228
1642601773.8685431,40.795283037084765
1642601774.3685431,41.814351495875215
1642601774.8685431,43.789627998691685
1642601775.3685431,45.73456760417437
1642601775.8685431,44.3480582167343
1642601776.3685431,43.14128555659789
1642601776.8685431,45.35048214880234
1642601777.3685431,47.06246711229957
1642601777.8685431,47.62595723445291
1642601778.3685431,45.96737694810882
1642601778.8685431,46.69754373137003
1642601779.3685431,48.793564023347294
1642601779.8685431,46.901164542007294
1642601780.3685431,48.242204894828085
1642601780.8685431,48.95837434252947
1642601781.3685431,48.13733206305636
1642601781.8685431,46.50348539880817
1642601782.3685431,48.168745009229156
1642601782.8685431,46.69012749004935
1642601783.3685431,46.7050108922044
1642601783.8685431,47.106282246382676
1642601784.3685431,46.2797587314938
1642601784.8685431,48.987901855416425
1642601785.3685431,48.52208605332384
1642601785.8685431,51.455576321908815
1642601786.3685431,47.93470940047544
1642601786.8685431,50.79090851024307
1642601787.3685431,46.869761895206956
1642601787.8685431,52.368971801036395
1642601788.3685431,47.55625255567375
1642601788.8685431,51.00276676356332
1642601789.3685431,46.440415706990265
1642601789.8685431,46.701665655137376
1642601790.3685431,44.69502900690496
1642601790.8685431,45.39807739509897
1642601791.3685431,45.53159761750618
1642601791.8685431,45.54935164698831
1642601792.3685431,45.166341657852065
1642601792.8685431,48.261776178408454
1642601793.3685431,45.85562491694153
1642601793.8685431,48.79621556132844
1642601794.3685431,46.99196767897229
1642601794.8685431,50.03090024258711
1642601795.3685431,45.26777993760619
1642601795.8685431,45.28150565948077
1642601796.3685431,43.81346083900665
1642601796.8685431,46.1979741076474
1642601797.3685431,45.995461989791316
1642601797.8685431,45.05873160664539
1642601798.3685431,45.43391216729535
1642601798.8685431,46.26484235550166
1642601799.3685431,46.87058984615706
1642601799.8685431,46.70337444523271
1642601800.3685431,45.982993084225214
1642601800.8685431,46.26586734111547
1642601801.3685431,45.55121461110542
1642601801.8685431,45.626968148805915
1642601802.3685431,46.48869478069823
1642601802.8685431,44.77024956573607
1642601803.3685431,45.88636487139812
1642601803.8685431,46.16574851407547
1642601804.3685431,45.527065152407395
1642601804.8685431,45.412441055009765
1642601805.3685431,45.16715729235855
1642601805.8685431,45.21676623229165
1642601806.3685431,45.4493335912868
1642601806.8685431,45.30957940866189
1642601807.3685431,46.20545195870699
1642601807.8685431,47.55713284067793
1642601808.3685431,48.75192075637489
1642601808.8685431,45.99045952913143
1642601809.3685431,45.840714203114715
1642601809.8685431,47.743230867994946
1642601810.3685431,46.57799319104045
1642601810.8685431,46.19916152388353
1642601811.3685431,46.63004462741203
1642601811.8685431,45.38410017387439
1642601812.3685431,46.04672580882884
1642601812.8685431,46.55689392128076
1642601813.3685431,45.78499859875686
1642601813.8685431,44.774028226863074
1642601814.3685431,44.256206284770805
1642601814.8685431,43.66460077983206
1642601815.3685431,44.06186836789708
1642601815.8685431,44.59511563318942
1642601816.3685431,44.11003569340474
