Place,Date,Time,Value,Unit,Value,Unit,Value,Unit,Value,Unit,Value,Unit,Value,Unit
11644,27/01/2022,13:30:33,15,WBGT Temp C,50.7,%RH C      ,19.3,TA Temp C  ,19.3,TG Temp C  ,13.2,WET Temp C ,8.8,DP Temp C  
11645,27/01/2022,13:30:34,15,WBGT Temp C,50.8,%RH C      ,19.3,TA Temp C  ,19.3,TG Temp C  ,13.2,WET Temp C ,8.8,DP Temp C  
11646,27/01/2022,13:30:35,15,WBGT Temp C,50.8,%RH C      ,19.3,TA Temp C  ,19.3,TG Temp C  ,13.2,WET Temp C ,8.8,DP Temp C  
11647,27/01/2022,13:30:36,15,WBGT Temp C,50.9,%RH C      ,19.3,TA Temp C  ,19.3,TG Temp C  ,13.2,WET Temp C ,8.8,DP Temp C  
11648,27/01/2022,13:30:37,15,WBGT Temp C,50.9,%RH C      ,19.2,TA Temp C  ,19.3,TG Temp C  ,13.2,WET Temp C ,8.8,DP Temp C  
11649,27/01/2022,13:30:38,15,WBGT Temp C,50.9,%RH C      ,19.2,TA Temp C  ,19.3,TG Temp C  ,13.1,WET Temp C ,8.7,DP Temp C  
11650,27/01/2022,13:30:39,14.9,WBGT Temp C,51,%RH C      ,19.2,TA Temp C  ,19.3,TG Temp C  ,13.1,WET Temp C ,8.8,DP Temp C  
11651,27/01/2022,13:30:40,15,WBGT Temp C,51,%RH C      ,19.2,TA Temp C  ,19.3,TG Temp C  ,13.2,WET Temp C ,8.8,DP Temp C  
11652,27/01/2022,13:30:41,15,WBGT Temp C,51.1,%RH C      ,19.2,TA Temp C  ,19.3,TG Temp C  ,13.2,WET Temp C ,8.8,DP Temp C  
11653,27/01/2022,13:30:42,15,WBGT Temp C,51.1,%RH C      ,19.2,TA Temp C  ,19.3,TG Temp C  ,13.2,WET Temp C ,8.8,DP Temp C  
11654,27/01/2022,13:30:43,15,WBGT Temp C,51.1,%RH C      ,19.2,TA Temp C  ,19.3,TG Temp C  ,13.2,WET Temp C ,8.8,DP Temp C  
11655,27/01/2022,13:30:44,15,WBGT Temp C,51.1,%RH C      ,19.1,TA Temp C  ,19.3,TG Temp C  ,13.2,WET Temp C ,8.8,DP Temp C  
11656,27/01/2022,13:30:45,14.9,WBGT Temp C,51.1,%RH C      ,19.1,TA Temp C  ,19.3,TG Temp C  ,13.1,WET Temp C ,8.7,DP Temp C  
11657,27/01/2022,13:30:46,14.9,WBGT Temp C,51.1,%RH C      ,19.1,TA Temp C  ,19.3,TG Temp C  ,13.1,WET Temp C ,8.7,DP Temp C  
11658,27/01/2022,13:30:47,14.9,WBGT Temp C,51.1,%RH C      ,19.1,TA Temp C  ,19.3,TG Temp C  ,13.1,WET Temp C ,8.7,DP Temp C  
11659,27/01/2022,13:30:48,14.9,WBGT Temp C,50.9,%RH C      ,19.2,TA Temp C  ,19.3,TG Temp C  ,13.1,WET Temp C ,8.7,DP Temp C  
11660,27/01/2022,13:30:49,14.9,WBGT Temp C,50.9,%RH C      ,19.2,TA Temp C  ,19.3,TG Temp C  ,13.1,WET Temp C ,8.7,DP Temp C  
11661,27/01/2022,13:30:50,14.9,WBGT Temp C,50.7,%RH C      ,19.2,TA Temp C  ,19.3,TG Temp C  ,13.1,WET Temp C ,8.7,DP Temp C  
11662,27/01/2022,13:30:51,14.9,WBGT Temp C,50.7,%RH C      ,19.2,TA Temp C  ,19.3,TG Temp C  ,13.1,WET Temp C ,8.7,DP Temp C  
11663,27/01/2022,13:30:52,14.9,WBGT Temp C,50.4,%RH C      ,19.2,TA Temp C  ,19.3,TG Temp C  ,13.1,WET Temp C ,8.6,DP Temp C  
11664,27/01/2022,13:30:53,14.9,WBGT Temp C,50.4,%RH C      ,19.2,TA Temp C  ,19.3,TG Temp C  ,13.1,WET Temp C ,8.6,DP Temp C  
11665,27/01/2022,13:30:54,14.9,WBGT Temp C,50.2,%RH C      ,19.2,TA Temp C  ,19.3,TG Temp C  ,13,WET Temp C ,8.5,DP Temp C  
11666,27/01/2022,13:30:55,14.8,WBGT Temp C,50.2,%RH C      ,19.2,TA Temp C  ,19.3,TG Temp C  ,13,WET Temp C ,8.5,DP Temp C  
11667,27/01/2022,13:30:56,14.8,WBGT Temp C,50,%RH C      ,19.2,TA Temp C  ,19.2,TG Temp C  ,13,WET Temp C ,8.5,DP Temp C  
11668,27/01/2022,13:30:57,14.8,WBGT Temp C,49.8,%RH C      ,19.2,TA Temp C  ,19.2,TG Temp C  ,13,WET Temp C ,8.4,DP Temp C  
11669,27/01/2022,13:30:58,14.8,WBGT Temp C,49.8,%RH C      ,19.2,TA Temp C  ,19.2,TG Temp C  ,13,WET Temp C ,8.4,DP Temp C  
11670,27/01/2022,13:30:59,14.8,WBGT Temp C,49.7,%RH C      ,19.2,TA Temp C  ,19.2,TG Temp C  ,13,WET Temp C ,8.4,DP Temp C  
11671,27/01/2022,13:31:00,14.8,WBGT Temp C,49.7,%RH C      ,19.2,TA Temp C  ,19.2,TG Temp C  ,13,WET Temp C ,8.4,DP Temp C  
11672,27/01/2022,13:31:01,14.8,WBGT Temp C,49.5,%RH C      ,19.2,TA Temp C  ,19.2,TG Temp C  ,13,WET Temp C ,8.3,DP Temp C  
11673,27/01/2022,13:31:02,14.8,WBGT Temp C,49.5,%RH C      ,19.2,TA Temp C  ,19.2,TG Temp C  ,13,WET Temp C ,8.3,DP Temp C  
11674,27/01/2022,13:31:03,14.8,WBGT Temp C,49.4,%RH C      ,19.2,TA Temp C  ,19.2,TG Temp C  ,12.9,WET Temp C ,8.3,DP Temp C  
11675,27/01/2022,13:31:04,14.7,WBGT Temp C,49.4,%RH C      ,19.2,TA Temp C  ,19.2,TG Temp C  ,12.9,WET Temp C ,8.3,DP Temp C  
11676,27/01/2022,13:31:05,14.7,WBGT Temp C,49.4,%RH C      ,19.2,TA Temp C  ,19.2,TG Temp C  ,12.9,WET Temp C ,8.3,DP Temp C  
11677,27/01/2022,13:31:06,14.7,WBGT Temp C,49.4,%RH C      ,19.3,TA Temp C  ,19.2,TG Temp C  ,12.9,WET Temp C ,8.4,DP Temp C  
11678,27/01/2022,13:31:07,14.8,WBGT Temp C,49.4,%RH C      ,19.3,TA Temp C  ,19.2,TG Temp C  ,13,WET Temp C ,8.4,DP Temp C  
11679,27/01/2022,13:31:08,14.8,WBGT Temp C,49.3,%RH C      ,19.3,TA Temp C  ,19.2,TG Temp C  ,13,WET Temp C ,8.4,DP Temp C  
11680,27/01/2022,13:31:09,14.8,WBGT Temp C,49.3,%RH C      ,19.3,TA Temp C  ,19.2,TG Temp C  ,13,WET Temp C ,8.4,DP Temp C  
11681,27/01/2022,13:31:10,14.8,WBGT Temp C,49.3,%RH C      ,19.3,TA Temp C  ,19.2,TG Temp C  ,13,WET Temp C ,8.4,DP Temp C  
11682,27/01/2022,13:31:11,14.8,WBGT Temp C,49.3,%RH C      ,19.3,TA Temp C  ,19.2,TG Temp C  ,13,WET Temp C ,8.4,DP Temp C  
11683,27/01/2022,13:31:12,14.8,WBGT Temp C,49.3,%RH C      ,19.3,TA Temp C  ,19.2,TG Temp C  ,13,WET Temp C ,8.4,DP Temp C  
11684,27/01/2022,13:31:13,14.8,WBGT Temp C,49.4,%RH C      ,19.3,TA Temp C  ,19.2,TG Temp C  ,13,WET Temp C ,8.4,DP Temp C  
11685,27/01/2022,13:31:14,14.8,WBGT Temp C,49.4,%RH C      ,19.3,TA Temp C  ,19.2,TG Temp C  ,13,WET Temp C ,8.4,DP Temp C  
11686,27/01/2022,13:31:15,14.8,WBGT Temp C,49.4,%RH C      ,19.3,TA Temp C  ,19.2,TG Temp C  ,13,WET Temp C ,8.4,DP Temp C  
11687,27/01/2022,13:31:16,14.8,WBGT Temp C,49.4,%RH C      ,19.3,TA Temp C  ,19.2,TG Temp C  ,13,WET Temp C ,8.4,DP Temp C  
11688,27/01/2022,13:31:17,14.8,WBGT Temp C,49.5,%RH C      ,19.3,TA Temp C  ,19.2,TG Temp C  ,13,WET Temp C ,8.4,DP Temp C  
11689,27/01/2022,13:31:18,14.8,WBGT Temp C,49.5,%RH C      ,19.3,TA Temp C  ,19.2,TG Temp C  ,13,WET Temp C ,8.4,DP Temp C  
11690,27/01/2022,13:31:19,14.8,WBGT Temp C,49.6,%RH C      ,19.3,TA Temp C  ,19.2,TG Temp C  ,13,WET Temp C ,8.5,DP Temp C  
11691,27/01/2022,13:31:20,14.8,WBGT Temp C,49.6,%RH C      ,19.3,TA Temp C  ,19.2,TG Temp C  ,13,WET Temp C ,8.5,DP Temp C  
11692,27/01/2022,13:31:21,14.8,WBGT Temp C,49.6,%RH C      ,19.3,TA Temp C  ,19.2,TG Temp C  ,13,WET Temp C ,8.5,DP Temp C  
11693,27/01/2022,13:31:22,14.8,WBGT Temp C,49.5,%RH C      ,19.3,TA Temp C  ,19.2,TG Temp C  ,13,WET Temp C ,8.5,DP Temp C  
11694,27/01/2022,13:31:23,14.8,WBGT Temp C,49.5,%RH C      ,19.3,TA Temp C  ,19.2,TG Temp C  ,13,WET Temp C ,8.4,DP Temp C  
11695,27/01/2022,13:31:24,14.8,WBGT Temp C,49.4,%RH C      ,19.3,TA Temp C  ,19.2,TG Temp C  ,13,WET Temp C ,8.4,DP Temp C  
11696,27/01/2022,13:31:25,14.8,WBGT Temp C,49.4,%RH C      ,19.3,TA Temp C  ,19.2,TG Temp C  ,13,WET Temp C ,8.4,DP Temp C  
11697,27/01/2022,13:31:26,14.8,WBGT Temp C,49.3,%RH C      ,19.3,TA Temp C  ,19.2,TG Temp C  ,13,WET Temp C ,8.4,DP Temp C  
11698,27/01/2022,13:31:27,14.8,WBGT Temp C,49.3,%RH C      ,19.3,TA Temp C  ,19.2,TG Temp C  ,13,WET Temp C ,8.4,DP Temp C  
11699,27/01/2022,13:31:28,14.8,WBGT Temp C,49.2,%RH C      ,19.3,TA Temp C  ,19.2,TG Temp C  ,13,WET Temp C ,8.3,DP Temp C  
